Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_JAELTO010000002.1	54427	55344		minus	branched-chain amino acid ABC transporter permease			protein-coding			WP_198968763.1	branched-chain amino acid ABC transporter permease	305	JHD63_RS00840
NZ_JAELTO010000002.1	55337	56212		minus	branched-chain amino acid ABC transporter permease			protein-coding			WP_198968764.1	branched-chain amino acid ABC transporter permease	291	JHD63_RS00845
NZ_JAELTO010000002.1	56219	57388		minus	ABC transporter substrate-binding protein			protein-coding			WP_198968765.1	ABC transporter substrate-binding protein	389	JHD63_RS00850
NZ_JAELTO010000002.1	57533	58303		minus	enoyl-CoA hydratase/isomerase family protein			protein-coding			WP_198968766.1	enoyl-CoA hydratase/isomerase family protein	256	JHD63_RS00855
NZ_JAELTO010000002.1	58308	58991		minus	nitroreductase			protein-coding			WP_198968767.1	nitroreductase	227	JHD63_RS00860
NZ_JAELTO010000002.1	58996	59415		minus	SgcJ/EcaC family oxidoreductase			protein-coding			WP_198968768.1	SgcJ/EcaC family oxidoreductase	139	JHD63_RS00865
NZ_JAELTO010000002.1	59415	60377		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198968769.1	tripartite tricarboxylate transporter substrate binding protein	320	JHD63_RS00870
NZ_JAELTO010000002.1	60392	61558		minus	CaiB/BaiF CoA-transferase family protein			protein-coding			WP_198968770.1	CaiB/BaiF CoA-transferase family protein	388	JHD63_RS00875
NZ_JAELTO010000002.1	61561	62799		minus	CaiB/BaiF CoA-transferase family protein			protein-coding			WP_198968771.1	CaiB/BaiF CoA-transferase family protein	412	JHD63_RS00880
NZ_JAELTO010000002.1	62910	64076		minus	acyl-CoA dehydrogenase family protein			protein-coding			WP_198968772.1	acyl-CoA dehydrogenase family protein	388	JHD63_RS00885
NZ_JAELTO010000002.1	64087	64548		minus	MaoC family dehydratase			protein-coding			WP_198968773.1	MaoC family dehydratase	153	JHD63_RS00890
NZ_JAELTO010000002.1	64575	65462		minus	CoA ester lyase			protein-coding			WP_198968774.1	CoA ester lyase	295	JHD63_RS00895
NZ_JAELTO010000002.1	65662	66276		minus	TetR/AcrR family transcriptional regulator			protein-coding			WP_198968775.1	TetR/AcrR family transcriptional regulator	204	JHD63_RS00900
NZ_JAELTO010000002.1	66486	67421		minus	YncE family protein			protein-coding			WP_198968776.1	YncE family protein	311	JHD63_RS00905
NZ_JAELTO010000002.1	67418	68341		minus	SMP-30/gluconolactonase/LRE family protein			protein-coding			WP_198968777.1	SMP-30/gluconolactonase/LRE family protein	307	JHD63_RS00910
NZ_JAELTO010000002.1	68347	69195		minus	carbohydrate ABC transporter permease			protein-coding			WP_233167470.1	carbohydrate ABC transporter permease	282	JHD63_RS00915
NZ_JAELTO010000002.1	69192	70085		minus	sugar ABC transporter permease			protein-coding			WP_198968778.1	sugar ABC transporter permease	297	JHD63_RS00920
NZ_JAELTO010000002.1	70096	71430		minus	sugar ABC transporter substrate-binding protein			protein-coding			WP_198968779.1	sugar ABC transporter substrate-binding protein	444	JHD63_RS00925
NZ_JAELTO010000002.1	71484	72581		minus	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	ugpC		protein-coding			WP_198968780.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC	365	JHD63_RS00930
NZ_JAELTO010000002.1	72604	73374		minus	cytochrome b561 domain-containing protein			protein-coding			WP_233167471.1	cytochrome b561 domain-containing protein	256	JHD63_RS00935
NZ_JAELTO010000002.1	73387	74784		minus	aldehyde dehydrogenase family protein			protein-coding			WP_233167479.1	aldehyde dehydrogenase family protein	465	JHD63_RS00940
NZ_JAELTO010000002.1	75068	76504		minus	sulfatase-like hydrolase/transferase			protein-coding			WP_255519244.1	sulfatase-like hydrolase/transferase	478	JHD63_RS00945
NZ_JAELTO010000002.1	76519	77511		minus	tripartite tricarboxylate transporter substrate-binding protein			protein-coding			WP_233167472.1	tripartite tricarboxylate transporter substrate-binding protein	330	JHD63_RS00950
NZ_JAELTO010000002.1	77581	78513		minus	dihydrodipicolinate synthase family protein			protein-coding			WP_198968782.1	dihydrodipicolinate synthase family protein	310	JHD63_RS00955
NZ_JAELTO010000002.1	78652	79824		minus	L-rhamnonate dehydratase			protein-coding			WP_198968783.1	L-rhamnonate dehydratase	390	JHD63_RS00960
NZ_JAELTO010000002.1	79857	80903		minus	4-hydroxythreonine-4-phosphate dehydrogenase PdxA			protein-coding			WP_198968784.1	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	348	JHD63_RS00965
NZ_JAELTO010000002.1	80909	81877		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198968785.1	tripartite tricarboxylate transporter substrate binding protein	322	JHD63_RS00970
NZ_JAELTO010000002.1	81998	82927		plus	LysR family transcriptional regulator			protein-coding			WP_198968786.1	LysR family transcriptional regulator	309	JHD63_RS00975
NZ_JAELTO010000002.1	83160	84146		plus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198968787.1	tripartite tricarboxylate transporter substrate binding protein	328	JHD63_RS00980
NZ_JAELTO010000002.1	84316	85131		plus	SDR family oxidoreductase			protein-coding			WP_198968788.1	SDR family oxidoreductase	271	JHD63_RS00985
NZ_JAELTO010000002.1	85156	85701		plus	cupin domain-containing protein			protein-coding			WP_198968789.1	cupin domain-containing protein	181	JHD63_RS00990
NZ_JAELTO010000002.1	85712	86584		plus	alpha/beta hydrolase			protein-coding			WP_198968790.1	alpha/beta hydrolase	290	JHD63_RS00995
NZ_JAELTO010000002.1	86624	87457		plus	IclR family transcriptional regulator			protein-coding			WP_198968791.1	IclR family transcriptional regulator	277	JHD63_RS01000
NZ_JAELTO010000002.1	87463	88296		plus	SDR family oxidoreductase			protein-coding			WP_198968792.1	SDR family oxidoreductase	277	JHD63_RS01005
NZ_JAELTO010000002.1	88444	90147		plus	thiamine pyrophosphate-binding protein			protein-coding			WP_198968793.1	thiamine pyrophosphate-binding protein	567	JHD63_RS01010
NZ_JAELTO010000002.1	90159	90947		plus	aspartate dehydrogenase			protein-coding			WP_198968794.1	aspartate dehydrogenase	262	JHD63_RS01015
NZ_JAELTO010000002.1	90955	92433		plus	aldehyde dehydrogenase			protein-coding			WP_198968795.1	aldehyde dehydrogenase	492	JHD63_RS01020
NZ_JAELTO010000002.1	92612	93583		plus	VOC family protein			protein-coding			WP_198968796.1	VOC family protein	323	JHD63_RS01025
NZ_JAELTO010000002.1	93580	94581		plus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_233167473.1	tripartite tricarboxylate transporter substrate binding protein	333	JHD63_RS01030
NZ_JAELTO010000002.1	94613	95770		plus	FAD-dependent monooxygenase			protein-coding			WP_198968797.1	FAD-dependent monooxygenase	385	JHD63_RS01035
NZ_JAELTO010000002.1	95803	96024		plus	hypothetical protein			protein-coding			WP_198968798.1	hypothetical protein	73	JHD63_RS01040
NZ_JAELTO010000002.1	96037	97059		plus	aromatic ring-hydroxylating dioxygenase subunit alpha			protein-coding			WP_198968799.1	aromatic ring-hydroxylating dioxygenase subunit alpha	340	JHD63_RS01045
NZ_JAELTO010000002.1	97077	98048		plus	PDR/VanB family oxidoreductase			protein-coding			WP_198968800.1	PDR/VanB family oxidoreductase	323	JHD63_RS01050
NZ_JAELTO010000002.1	98137	99153		plus	porin			protein-coding			WP_198968801.1	porin	338	JHD63_RS01055
NZ_JAELTO010000002.1	99268	100158		minus	amidohydrolase family protein			protein-coding			WP_198968802.1	amidohydrolase family protein	296	JHD63_RS01060
NZ_JAELTO010000002.1	100272	101060		plus	crotonase/enoyl-CoA hydratase family protein			protein-coding			WP_198968803.1	crotonase/enoyl-CoA hydratase family protein	262	JHD63_RS01065
NZ_JAELTO010000002.1	101398	103290		plus	feruloyl-CoA synthase			protein-coding			WP_198968804.1	feruloyl-CoA synthase	630	JHD63_RS01070
NZ_JAELTO010000002.1	103313	103417		plus	uncharacterized gene			pseudogene						JHD63_RS01075
NZ_JAELTO010000002.1	103524	104513		plus	Bug family tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198968805.1	Bug family tripartite tricarboxylate transporter substrate binding protein	329	JHD63_RS01080
NZ_JAELTO010000002.1	104624	105088		plus	MarR family winged helix-turn-helix transcriptional regulator			protein-coding			WP_198968806.1	MarR family winged helix-turn-helix transcriptional regulator	154	JHD63_RS01085
NZ_JAELTO010000002.1	105209	105517		plus	helix-turn-helix domain-containing protein			protein-coding			WP_198968807.1	helix-turn-helix domain-containing protein	102	JHD63_RS01090
NZ_JAELTO010000002.1	105657	106013		plus	FKBP-type peptidyl-prolyl cis-trans isomerase			protein-coding			WP_198968808.1	FKBP-type peptidyl-prolyl cis-trans isomerase	118	JHD63_RS01095
NZ_JAELTO010000002.1	106128	106592		minus	hypothetical protein			protein-coding			WP_198968809.1	hypothetical protein	154	JHD63_RS01100
NZ_JAELTO010000002.1	106625	108679		minus	VC_2705 family sodium/solute symporter			protein-coding			WP_198968810.1	VC_2705 family sodium/solute symporter	684	JHD63_RS01105
NZ_JAELTO010000002.1	108684	108977		minus	DUF4212 domain-containing protein			protein-coding			WP_198968811.1	DUF4212 domain-containing protein	97	JHD63_RS01110
NZ_JAELTO010000002.1	108985	109569		minus	GGDEF domain-containing protein			protein-coding			WP_198968812.1	GGDEF domain-containing protein	194	JHD63_RS01115
NZ_JAELTO010000002.1	109761	110171		plus	hypothetical protein			protein-coding			WP_198968813.1	hypothetical protein	136	JHD63_RS01120
NZ_JAELTO010000002.1	110228	112618		minus	phosphoenolpyruvate synthase	ppsA		protein-coding			WP_198968814.1	phosphoenolpyruvate synthase	796	JHD63_RS01125
NZ_JAELTO010000002.1	112806	113627		plus	pyruvate, water dikinase regulatory protein			protein-coding			WP_198968815.1	pyruvate, water dikinase regulatory protein	273	JHD63_RS01130
NZ_JAELTO010000002.1	113718	116045		minus	catalase			protein-coding			WP_233167474.1	catalase	775	JHD63_RS01135
NZ_JAELTO010000002.1	116287	117609		plus	putative DNA modification/repair radical SAM protein			protein-coding			WP_198968817.1	putative DNA modification/repair radical SAM protein	440	JHD63_RS01140
NZ_JAELTO010000002.1	117616	118455		plus	TIGR03915 family putative DNA repair protein			protein-coding			WP_198968818.1	TIGR03915 family putative DNA repair protein	279	JHD63_RS01145
NZ_JAELTO010000002.1	118480	119262		minus	heme ABC transporter ATP-binding protein			protein-coding			WP_198968819.1	heme ABC transporter ATP-binding protein	260	JHD63_RS01150
NZ_JAELTO010000002.1	119259	119456		minus	uncharacterized gene			pseudogene						JHD63_RS01155
NZ_JAELTO010000002.1	119430	119633		plus	hypothetical protein			protein-coding			WP_198968820.1	hypothetical protein	68	JHD63_RS01160
NZ_JAELTO010000003.1	1	448		plus	uncharacterized gene			pseudogene						JHD63_RS01165
NZ_JAELTO010000003.1	523	1326		minus	ABC-2 family transporter protein			protein-coding			WP_198968828.1	ABC-2 family transporter protein	267	JHD63_RS01170
NZ_JAELTO010000003.1	1328	2101		minus	ABC transporter permease			protein-coding			WP_233167483.1	ABC transporter permease	257	JHD63_RS01175
NZ_JAELTO010000003.1	2158	3153		minus	ABC transporter ATP-binding protein			protein-coding			WP_198968830.1	ABC transporter ATP-binding protein	331	JHD63_RS01180
NZ_JAELTO010000003.1	3527	4435		minus	hypothetical protein			protein-coding			WP_198968831.1	hypothetical protein	302	JHD63_RS01185
NZ_JAELTO010000003.1	4417	5472		minus	GNAT family N-acetyltransferase			protein-coding			WP_198968832.1	GNAT family N-acetyltransferase	351	JHD63_RS01190
NZ_JAELTO010000003.1	5621	6991		minus	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme			protein-coding			WP_198968833.1	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme	456	JHD63_RS01195
NZ_JAELTO010000003.1	7171	7920		plus	GntR family transcriptional regulator			protein-coding			WP_198968834.1	GntR family transcriptional regulator	249	JHD63_RS01200
NZ_JAELTO010000003.1	7950	8633		plus	dienelactone hydrolase family protein			protein-coding			WP_198968835.1	dienelactone hydrolase family protein	227	JHD63_RS01205
NZ_JAELTO010000003.1	8675	9427		plus	SDR family NAD(P)-dependent oxidoreductase			protein-coding			WP_233167484.1	SDR family NAD(P)-dependent oxidoreductase	250	JHD63_RS01210
NZ_JAELTO010000003.1	9561	10550		plus	Bug family tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198968836.1	Bug family tripartite tricarboxylate transporter substrate binding protein	329	JHD63_RS01215
NZ_JAELTO010000003.1	10570	11553		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198968837.1	tripartite tricarboxylate transporter substrate binding protein	327	JHD63_RS01220
NZ_JAELTO010000003.1	11656	12579		minus	LysR family transcriptional regulator			protein-coding			WP_198968838.1	LysR family transcriptional regulator	307	JHD63_RS01225
NZ_JAELTO010000003.1	12707	13141		plus	nuclear transport factor 2 family protein			protein-coding			WP_198968839.1	nuclear transport factor 2 family protein	144	JHD63_RS01230
NZ_JAELTO010000003.1	13167	14087		plus	TauD/TfdA family dioxygenase			protein-coding			WP_198968840.1	TauD/TfdA family dioxygenase	306	JHD63_RS01235
NZ_JAELTO010000003.1	14150	15343		plus	alpha-hydroxy acid oxidase			protein-coding			WP_233167485.1	alpha-hydroxy acid oxidase	397	JHD63_RS01240
NZ_JAELTO010000003.1	15380	16384		plus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198968842.1	tripartite tricarboxylate transporter substrate binding protein	334	JHD63_RS01245
NZ_JAELTO010000003.1	16384	17175		plus	fumarylacetoacetate hydrolase family protein			protein-coding			WP_198968843.1	fumarylacetoacetate hydrolase family protein	263	JHD63_RS01250
NZ_JAELTO010000003.1	17201	17583		minus	uncharacterized gene			pseudogene						JHD63_RS23840
NZ_JAELTO010000003.1	17582	19315		minus	ABC transporter ATP-binding protein			protein-coding			WP_198968845.1	ABC transporter ATP-binding protein	577	JHD63_RS01260
NZ_JAELTO010000003.1	19312	25113		minus	excinuclease ABC subunit UvrA	uvrA		protein-coding			WP_198968846.1	excinuclease ABC subunit UvrA	1933	JHD63_RS01265
NZ_JAELTO010000003.1	25229	25375		minus	hypothetical protein			protein-coding			WP_198968847.1	hypothetical protein	48	JHD63_RS01270
NZ_JAELTO010000003.1	25637	27337		minus	MFS transporter			protein-coding			WP_198968848.1	MFS transporter	566	JHD63_RS01275
NZ_JAELTO010000003.1	27674	28312		minus	2-hydroxychromene-2-carboxylate isomerase			protein-coding			WP_198968849.1	2-hydroxychromene-2-carboxylate isomerase	212	JHD63_RS01280
NZ_JAELTO010000003.1	28468	28716		minus	DUF1289 domain-containing protein			protein-coding			WP_198968850.1	DUF1289 domain-containing protein	82	JHD63_RS01285
NZ_JAELTO010000003.1	28713	29213		minus	YbaK/EbsC family protein			protein-coding			WP_198968851.1	YbaK/EbsC family protein	166	JHD63_RS01290
NZ_JAELTO010000003.1	29222	30130		minus	hydroxymethylglutaryl-CoA lyase			protein-coding			WP_198968852.1	hydroxymethylglutaryl-CoA lyase	302	JHD63_RS01295
NZ_JAELTO010000003.1	30249	31112		minus	helix-turn-helix transcriptional regulator			protein-coding			WP_198968853.1	helix-turn-helix transcriptional regulator	287	JHD63_RS01300
NZ_JAELTO010000003.1	31251	32435		plus	MFS transporter			protein-coding			WP_198968854.1	MFS transporter	394	JHD63_RS01305
NZ_JAELTO010000003.1	32420	33181		minus	helix-turn-helix transcriptional regulator			protein-coding			WP_198968855.1	helix-turn-helix transcriptional regulator	253	JHD63_RS01310
NZ_JAELTO010000003.1	33296	34111		plus	sulfite exporter TauE/SafE family protein			protein-coding			WP_198968856.1	sulfite exporter TauE/SafE family protein	271	JHD63_RS01315
NZ_JAELTO010000003.1	34114	35283		minus	acyl-CoA dehydrogenase family protein			protein-coding			WP_198968857.1	acyl-CoA dehydrogenase family protein	389	JHD63_RS01320
NZ_JAELTO010000003.1	35280	36503		minus	CoA transferase			protein-coding			WP_198968858.1	CoA transferase	407	JHD63_RS01325
NZ_JAELTO010000003.1	36631	37650		minus	tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_198968859.1	tripartite tricarboxylate transporter substrate binding protein	339	JHD63_RS01330
NZ_JAELTO010000003.1	37677	38066		minus	cupin domain-containing protein			protein-coding			WP_198968860.1	cupin domain-containing protein	129	JHD63_RS01335
NZ_JAELTO010000003.1	38063	38812		minus	IclR family transcriptional regulator			protein-coding			WP_106936720.1	IclR family transcriptional regulator	249	JHD63_RS01340
NZ_JAELTO010000003.1	38907	39827		minus	glyoxylate/hydroxypyruvate reductase A			protein-coding			WP_198968861.1	glyoxylate/hydroxypyruvate reductase A	306	JHD63_RS01345
NZ_JAELTO010000003.1	39900	40214		plus	EthD family reductase			protein-coding			WP_198968862.1	EthD family reductase	104	JHD63_RS01350
NZ_JAELTO010000003.1	40221	41174		minus	DUF4349 domain-containing protein			protein-coding			WP_198968863.1	DUF4349 domain-containing protein	317	JHD63_RS01355
